strategy_name,direction,trend_strength,bias,duration_minutes,ema_slope,rsi,atr,bb_width,timestamp,result
self_adjusting_v5,call,0.0002150990087253169,bullish,5,0.00023220621517559204,59.180861505284064,0.00021357142857143202,0.0007822822673146019,2025-11-03 17:11:00,loss
self_adjusting_v5,call,0.000225501850044582,bullish,5,0.00022437080727226514,76.5367981556926,0.00022785714285716057,0.0009848373701355178,2025-11-03 17:19:13,loss
self_adjusting_v5,call,0.00033107448292495084,bullish,5,0.0002990737438487765,71.53206980506299,0.0002521428571428595,0.0011526849299752513,2025-11-03 17:21:20,loss
self_adjusting_v5,call,0.00045246210117624484,bullish,10,0.000397694300230161,73.8102702649736,0.00026000000000000627,0.0013548716033719031,2025-11-03 17:23:27,draw
self_adjusting_v5,call,0.0005005694156588861,bullish,10,0.00042451984770948235,64.9637622156522,0.000270714285714267,0.0014120987163125853,2025-11-03 17:25:34,win
self_adjusting_v5,call,0.0005237883195291686,bullish,10,0.0004737147418330079,74.75254775880148,0.0002564285714285543,0.0017428239713058375,2025-11-03 17:28:01,draw
self_adjusting_v5,call,0.00047923084616340657,bullish,10,0.0004341672623720677,66.43432380090029,0.0002585714285714096,0.0016952248755019708,2025-11-03 17:30:07,win
self_adjusting_v5,call,0.0004487904286260174,bullish,10,0.00040799353604111123,69.00709463334746,0.0002607142857142649,0.001587885166533112,2025-11-03 17:32:14,loss
self_adjusting_v5,call,0.00040994070697062204,bullish,10,0.0004030479003163042,70.98944429402975,0.00024214285714285744,0.00131023847022508,2025-11-03 17:34:21,loss
self_adjusting_v5,call,0.00026964521395065076,bullish,5,0.0002523460926830744,59.664051434458,0.0002578571428571509,0.0006696655203409444,2025-11-03 17:38:30,win
self_adjusting_v5,call,0.0002810626225039426,bullish,5,0.00025796991079953305,66.79808550583469,0.0002642857142857169,0.0007015090564962803,2025-11-03 17:41:00,win
