strategy_name,direction,trend_strength,bias,duration_minutes,ema_slope,rsi,atr,timestamp,result
self_adjusting_v3,put,0.00019874814738581007,bullish,1,0.00020085254031401134,70.3040143083379,0.0002550000000000052,2025-10-27 17:31:18,win
self_adjusting_v3,call,0.0002163974421004693,bearish,1,-0.00021672236409448772,26.54508565808038,0.0002378571428571468,2025-10-27 19:24:55,loss
self_adjusting_v3,call,0.00037219975831493643,bearish,1,-0.0003730045161138941,24.65786742656698,0.00023785714285717852,2025-10-27 19:28:03,win
self_adjusting_v3,call,0.00041367933886053666,bearish,1,-0.0004033795692549054,23.817772381197116,0.00024500000000003485,2025-10-27 19:30:10,win
