timestamp,direction,close,result
2025-11-03 08:10:00,call,1.153165,win
2025-11-03 08:11:00,call,1.153345,win
2025-11-03 08:16:00,call,1.153365,win
2025-11-03 08:19:00,call,1.153465,win
2025-11-03 08:20:00,call,1.153505,win
2025-11-03 08:21:00,call,1.153695,loss
